customer_id,first_name,last_name,email,phone,city,signup_date,segment,age,full_name,days_since_signup,total_orders,total_spend,avg_order_value,return_rate,unique_categories,last_purchase_date,first_purchase_date,preferred_channel,days_since_last_purchase,customer_lifetime_days,total_sessions,avg_session_mins,checkout_events,cart_events,preferred_device,cart_to_checkout_rate,total_tickets,high_priority_tickets,avg_csat,avg_resolution_days,R_score,F_score,M_score,RFM_score,rfm_segment,churn_risk
CUST_00014,Rahul,Patel,user14@email.com,+91-9824560751,Bengaluru,2020-01-04 06:00:00,Standard,45.0,Rahul Patel,2298,22,47082.47,2140.1122727272727,0.09090909090909091,7,2024-06-13,2022-01-13,Mobile App,676,882,35,8.42,0,5,Android,0.0,3.0,1.0,4.67,2.6666666666666665,5,5,4,14,Champions,Medium
CUST_00015,Anjali,Gupta,user15@email.com,+91-7931498427,Chennai,2020-01-04 12:00:00,Premium,30.0,Anjali Gupta,2298,17,32785.49,1928.5582352941176,0.17647058823529413,8,2024-06-17,2022-05-16,Mobile App,672,763,38,8.439473684210526,2,8,Android,0.25,4.0,1.0,4.0,5.5,5,3,3,11,Loyal Customers,High
CUST_00016,Vikram,Nair,user16@email.com,+91-7601302343,Bengaluru,2020-01-04 18:00:00,Basic,58.0,Vikram Nair,2297,16,35902.99,2243.936875,0.125,7,2024-01-31,2022-05-11,In-Store,810,630,38,10.007894736842106,6,4,Android,1.5,0.0,0.0,0.0,0.0,1,3,3,7,Potential Loyalists,Medium
CUST_00017,Priya,Kumar,user17@email.com,+91-8291742934,Mumbai,2020-01-05 00:00:00,Premium,29.0,Priya Kumar,2297,16,42854.6,2678.4125,0.0,7,2024-06-05,2022-01-16,Web,684,871,36,8.019444444444444,5,5,Desktop,1.0,5.0,2.0,3.2,6.0,4,3,4,11,Loyal Customers,High
CUST_00018,Meera,Singh,user18@email.com,+91-8575272001,Chennai,2020-01-05 06:00:00,Basic,67.0,Meera Singh,2297,17,38047.86,2238.109411764706,0.17647058823529413,7,2024-04-10,2022-02-06,Mobile App,740,794,34,9.032352941176471,2,9,Android,0.2222222222222222,3.0,1.0,3.67,6.0,2,3,3,8,Potential Loyalists,Medium
CUST_00019,Anjali,Reddy,user19@email.com,+91-7615805968,Kolkata,2020-01-05 12:00:00,Basic,57.0,Anjali Reddy,2297,16,58498.18,3656.13625,0.0625,8,2024-05-21,2022-04-19,Mobile App,699,763,36,8.783333333333333,1,8,Android,0.125,3.0,0.0,3.67,4.666666666666667,4,3,5,12,Loyal Customers,Medium
CUST_00020,Priya,Patel,user20@email.com,+91-9099840837,Pune,2020-01-05 18:00:00,Standard,67.0,Priya Patel,2296,14,37248.64,2660.617142857143,0.07142857142857142,6,2024-04-26,2022-02-25,Web,724,791,39,8.133333333333333,3,5,Android,0.6,2.0,0.0,3.5,3.0,2,2,3,7,Potential Loyalists,Medium
CUST_00021,Vikram,Nair,user21@email.com,+91-7148545386,Kolkata,2020-01-06 00:00:00,Standard,19.0,Vikram Nair,2296,20,36790.7,1839.5349999999999,0.15,6,2024-04-20,2022-01-12,Web,730,829,43,9.713953488372093,4,10,Android,0.4,1.0,0.0,5.0,5.0,2,5,3,10,Loyal Customers,Medium
CUST_00022,Aarav,Kumar,user22@email.com,+91-7244441685,Chennai,2020-01-06 06:00:00,Premium,25.0,Aarav Kumar,2296,20,65349.72,3267.486,0.1,8,2024-05-13,2022-01-15,Mobile App,707,849,45,8.957777777777778,4,9,Android,0.4444444444444444,4.0,1.0,3.75,2.6666666666666665,3,5,5,13,Champions,High
CUST_00023,Pooja,Nair,user23@email.com,+91-8127077034,Chennai,2020-01-06 12:00:00,Standard,59.0,Pooja Nair,2296,22,43606.07,1982.094090909091,0.09090909090909091,7,2024-06-03,2022-02-18,Web,686,836,29,9.079310344827586,1,8,Android,0.125,3.0,2.0,5.0,2.6666666666666665,4,5,4,13,Champions,Medium
CUST_00024,Anjali,Kumar,user24@email.com,+91-8217779739,Delhi,2020-01-06 18:00:00,Premium,26.0,Anjali Kumar,2295,17,47561.01,2797.7064705882353,0.17647058823529413,8,2024-03-12,2022-02-18,Mobile App,769,753,32,9.103125,3,9,iOS,0.3333333333333333,0.0,0.0,0.0,0.0,1,3,4,8,Potential Loyalists,Medium
CUST_00025,Sanjay,Kumar,user25@email.com,+91-8732797997,Delhi,2020-01-07 00:00:00,Basic,67.0,Sanjay Kumar,2295,15,27960.329999999998,1864.022,0.13333333333333333,5,2024-06-16,2022-07-18,In-Store,673,699,29,8.196551724137931,0,5,Android,0.0,1.0,0.0,5.0,3.0,5,2,2,9,Potential Loyalists,Medium
CUST_00026,Aarav,Kumar,user26@email.com,+91-8307505379,Delhi,2020-01-07 06:00:00,Premium,25.0,Aarav Kumar,2295,16,36813.28,2300.83,0.0625,6,2024-05-25,2022-05-09,Mobile App,695,747,47,8.931914893617021,4,11,Android,0.36363636363636365,4.0,1.0,3.0,3.5,4,3,3,10,Loyal Customers,High
CUST_00027,Pooja,Joshi,user27@email.com,+91-9090728728,Ahmedabad,2020-01-07 12:00:00,Standard,68.0,Pooja Joshi,2295,16,24612.05,1538.253125,0.125,8,2024-04-16,2022-04-15,Mobile App,734,732,43,6.906976744186046,5,7,Android,0.7142857142857143,3.0,1.0,4.33,3.3333333333333335,2,3,1,6,At Risk,Medium
CUST_00028,Rahul,Reddy,user28@email.com,+91-9552528505,Ahmedabad,2020-01-07 18:00:00,Standard,20.0,Rahul Reddy,2294,24,48476.479999999996,2019.8533333333332,0.16666666666666666,8,2024-03-14,2022-03-02,Mobile App,767,743,44,7.461363636363637,8,5,Android,1.6,4.0,0.0,4.0,4.0,1,5,5,11,Loyal Customers,High
CUST_00029,Arjun,Singh,user29@email.com,+91-7831121406,Hyderabad,2020-01-08 00:00:00,Standard,26.0,Arjun Singh,2294,12,29105.390000000003,2425.4491666666668,0.16666666666666666,7,2024-06-05,2022-10-12,Web,684,602,53,9.29245283018868,5,11,Android,0.45454545454545453,2.0,1.0,4.5,2.0,4,1,2,7,Potential Loyalists,Medium
CUST_00030,Neha,Singh,user30@email.com,+91-8024418116,Ahmedabad,2020-01-08 06:00:00,Premium,30.0,Neha Singh,2294,21,68971.36,3284.350476190476,0.047619047619047616,8,2024-04-13,2022-04-11,Mobile App,737,733,54,7.90925925925926,2,11,iOS,0.18181818181818182,2.0,0.0,4.0,3.0,2,5,5,12,Loyal Customers,Medium
CUST_00031,Sanjay,Nair,user31@email.com,+91-7038852211,Mumbai,2020-01-08 12:00:00,Premium,26.0,Sanjay Nair,2294,9,36261.58,4029.0644444444447,0.2222222222222222,6,2024-01-02,2022-04-20,Mobile App,839,622,40,7.4925,4,12,Android,0.3333333333333333,0.0,0.0,0.0,0.0,1,1,3,5,At Risk,Medium
CUST_00032,Rahul,Nair,user32@email.com,+91-9806032734,Chennai,2020-01-08 18:00:00,Premium,48.0,Rahul Nair,2293,19,39671.0,2087.9473684210525,0.15789473684210525,7,2024-05-21,2022-02-26,Mobile App,699,815,40,8.9625,5,6,Android,0.8333333333333334,2.0,0.0,4.0,7.5,4,4,4,12,Loyal Customers,Medium
CUST_00033,Vikram,Kumar,user33@email.com,+91-7344758125,Kolkata,2020-01-09 00:00:00,Basic,42.0,Vikram Kumar,2293,17,41092.44,2417.2023529411767,0.11764705882352941,8,2024-06-07,2022-03-19,Mobile App,682,811,44,9.004545454545454,6,10,Android,0.6,4.0,0.0,3.75,3.75,5,3,4,12,Loyal Customers,High
CUST_00034,Rahul,Joshi,user34@email.com,+91-8486342851,Chennai,2020-01-09 06:00:00,Standard,69.0,Rahul Joshi,2293,14,31273.62,2233.83,0.07142857142857142,7,2024-05-30,2022-03-10,Mobile App,690,812,36,8.18611111111111,7,10,Android,0.7,1.0,0.0,5.0,1.0,4,2,2,8,Potential Loyalists,Medium
CUST_00035,Arjun,Kumar,user35@email.com,+91-8283817537,Delhi,2020-01-09 12:00:00,Basic,61.0,Arjun Kumar,2293,21,48034.88,2287.375238095238,0.047619047619047616,6,2024-06-08,2022-03-06,Mobile App,681,825,43,8.834883720930232,4,10,Android,0.4,1.0,0.0,3.0,2.0,5,5,5,15,Champions,Medium
CUST_00036,Vikram,Joshi,user36@email.com,+91-7261564444,Chennai,2020-01-09 18:00:00,Standard,62.0,Vikram Joshi,2292,12,31907.300000000003,2658.941666666667,0.0,8,2024-05-16,2022-08-20,Mobile App,704,635,48,8.210416666666667,1,8,iOS,0.125,2.0,0.0,4.0,2.0,3,1,2,6,At Risk,Medium
CUST_00037,Sanjay,Kumar,user37@email.com,+91-9459795131,Pune,2020-01-10 00:00:00,Standard,25.0,Sanjay Kumar,2292,13,15735.460000000001,1210.42,0.07692307692307693,8,2023-07-03,2022-01-01,Web,1022,548,35,9.434285714285714,3,8,Android,0.375,5.0,1.0,3.4,3.8,1,1,1,3,Lost / Inactive,High
CUST_00038,Arjun,Patel,user38@email.com,+91-9122183694,Ahmedabad,2020-01-10 06:00:00,Standard,64.0,Arjun Patel,2292,12,24789.42,2065.785,0.16666666666666666,8,2024-05-13,2022-04-08,Mobile App,707,766,40,7.1049999999999995,3,6,Android,0.5,5.0,2.0,4.4,7.0,3,1,1,5,At Risk,High
CUST_00039,Priya,Patel,user39@email.com,+91-7756108133,Chennai,2020-01-10 12:00:00,Basic,48.0,Priya Patel,2292,12,32687.63,2723.9691666666668,0.0,7,2024-04-06,2022-01-12,Mobile App,744,815,32,8.965625,1,4,Android,0.25,0.0,0.0,0.0,0.0,2,1,3,6,At Risk,Medium
CUST_00040,Neha,Gupta,user40@email.com,+91-7184388537,Kolkata,2020-01-10 18:00:00,Standard,62.0,Neha Gupta,2291,15,27418.29,1827.886,0.06666666666666667,7,2024-04-18,2022-02-01,Mobile App,732,807,40,7.74,7,4,Android,1.75,3.0,0.0,3.67,3.6666666666666665,2,2,2,6,At Risk,Medium
CUST_00041,Sanjay,Kumar,user41@email.com,+91-8939942861,Bengaluru,2020-01-11 00:00:00,Premium,44.0,Sanjay Kumar,2291,13,31512.27,2424.0207692307695,0.0,5,2024-06-08,2022-01-01,Web,681,889,35,7.777142857142857,3,8,Android,0.375,1.0,0.0,3.0,2.0,5,1,2,8,Potential Loyalists,Medium
CUST_00042,Priya,Reddy,user42@email.com,+91-7817018803,Pune,2020-01-11 06:00:00,Standard,62.0,Priya Reddy,2291,11,33288.17,3026.197272727273,0.0,7,2024-04-10,2022-05-29,Web,740,682,22,9.25,0,5,Android,0.0,3.0,0.0,4.33,6.333333333333333,2,1,3,6,At Risk,Medium
CUST_00043,Pooja,Gupta,user43@email.com,+91-7031584046,Pune,2020-01-11 12:00:00,Standard,48.0,Pooja Gupta,2291,7,15823.48,2260.497142857143,0.0,5,2023-09-21,2022-04-07,Web,942,532,41,9.321951219512195,2,5,Android,0.4,2.0,0.0,3.0,6.5,1,1,1,3,Lost / Inactive,Medium
CUST_00044,Sanjay,Nair,user44@email.com,+91-7483435831,Chennai,2020-01-11 18:00:00,Standard,34.0,Sanjay Nair,2290,12,37954.98,3162.9150000000004,0.16666666666666666,8,2023-12-14,2022-01-03,Mobile App,858,710,38,7.5,2,10,iOS,0.2,1.0,1.0,4.0,2.0,1,1,3,5,At Risk,Medium
CUST_00045,Pooja,Shah,user45@email.com,+91-8940138562,Hyderabad,2020-01-12 00:00:00,Basic,64.0,Pooja Shah,2290,12,24610.199999999997,2050.85,0.08333333333333333,6,2024-04-24,2022-03-21,Mobile App,726,765,37,8.264864864864865,3,8,Android,0.375,1.0,1.0,3.0,3.0,2,1,1,4,Lost / Inactive,Medium
CUST_00046,Vikram,Kumar,user46@email.com,+91-9890442960,Delhi,2020-01-12 06:00:00,Standard,36.0,Vikram Kumar,2290,16,24857.59,1553.599375,0.0625,7,2024-01-10,2022-02-23,Mobile App,831,686,41,8.55609756097561,1,4,Android,0.25,3.0,0.0,3.33,6.666666666666667,1,3,1,5,At Risk,Medium
CUST_00047,Priya,Patel,user47@email.com,+91-8058540081,Mumbai,2020-01-12 12:00:00,Basic,20.0,Priya Patel,2290,19,25320.96,1332.6821052631578,0.05263157894736842,8,2024-05-27,2022-02-04,Mobile App,693,843,40,6.9,1,9,Android,0.1111111111111111,2.0,0.0,4.5,3.0,4,4,1,9,Potential Loyalists,Medium
CUST_00048,Neha,Shah,user48@email.com,+91-7537678668,Mumbai,2020-01-12 18:00:00,Standard,63.0,Neha Shah,2289,19,45541.07,2396.8984210526314,0.0,8,2024-05-20,2022-04-09,Mobile App,700,772,40,8.690000000000001,2,6,Desktop,0.3333333333333333,2.0,0.0,4.0,10.0,4,4,4,12,Loyal Customers,Medium
CUST_00049,Arjun,Joshi,user49@email.com,+91-8255740276,Bengaluru,2020-01-13 00:00:00,Basic,47.0,Arjun Joshi,2289,15,37764.3,2517.6200000000003,0.26666666666666666,8,2024-05-21,2022-04-10,Mobile App,699,772,43,8.265116279069767,4,7,Android,0.5714285714285714,2.0,0.0,3.0,6.0,4,2,3,9,Potential Loyalists,Medium
CUST_00050,Meera,Shah,user50@email.com,+91-7509623450,Mumbai,2020-01-13 06:00:00,Basic,27.0,Meera Shah,2289,9,16123.869999999999,1791.541111111111,0.0,5,2024-02-10,2022-02-22,Mobile App,800,718,39,7.358974358974359,5,10,Android,0.5,1.0,1.0,3.0,1.0,1,1,1,3,Lost / Inactive,Medium
CUST_00051,Rahul,Reddy,user51@email.com,+91-9634976755,Mumbai,2020-01-13 12:00:00,Standard,66.0,Rahul Reddy,2289,14,45545.1,3253.2214285714285,0.07142857142857142,7,2024-04-16,2022-02-25,Mobile App,734,781,31,9.02258064516129,3,9,iOS,0.3333333333333333,2.0,0.0,4.5,3.5,2,2,4,8,Potential Loyalists,Medium
CUST_00052,Aarav,Kumar,user52@email.com,+91-7885517470,Delhi,2020-01-13 18:00:00,Basic,46.0,Aarav Kumar,2288,15,19834.38,1322.2920000000001,0.26666666666666666,6,2024-05-05,2022-01-12,Mobile App,715,844,32,8.465625,1,5,Android,0.2,0.0,0.0,0.0,0.0,3,2,1,6,At Risk,Medium
CUST_00053,Neha,Singh,user53@email.com,+91-9769759819,Ahmedabad,2020-01-14 00:00:00,Basic,57.0,Neha Singh,2288,19,42289.65,2225.771052631579,0.15789473684210525,7,2024-02-18,2022-01-16,Mobile App,792,763,35,9.331428571428573,7,4,iOS,1.75,3.0,0.0,3.33,2.6666666666666665,1,4,4,9,Potential Loyalists,Medium
CUST_00054,Priya,Shah,user54@email.com,+91-9172329878,Delhi,2020-01-14 06:00:00,Standard,35.0,Priya Shah,2288,15,34919.06,2327.9373333333333,0.06666666666666667,8,2024-06-13,2022-03-01,Mobile App,676,835,40,8.855,4,12,Android,0.3333333333333333,2.0,0.0,5.0,1.5,5,2,3,10,Loyal Customers,Medium
CUST_00055,Meera,Singh,user55@email.com,+91-7432747142,Hyderabad,2020-01-14 12:00:00,Standard,29.0,Meera Singh,2288,18,27912.690000000002,1550.7050000000002,0.1111111111111111,8,2024-04-20,2022-04-26,In-Store,730,725,42,7.430952380952381,6,7,Android,0.8571428571428571,6.0,1.0,3.0,2.8,2,4,2,8,Potential Loyalists,High
CUST_00056,Neha,Joshi,user56@email.com,+91-7474583387,Kolkata,2020-01-14 18:00:00,Basic,66.0,Neha Joshi,2287,16,35518.200000000004,2219.8875000000003,0.0625,6,2024-06-07,2022-01-11,Mobile App,682,878,30,7.383333333333334,4,7,Android,0.5714285714285714,6.0,1.0,3.33,3.1666666666666665,5,3,3,11,Loyal Customers,High
CUST_00057,Priya,Gupta,user57@email.com,+91-8477848742,Bengaluru,2020-01-15 00:00:00,Standard,40.0,Priya Gupta,2287,8,15009.24,1876.155,0.0,6,2023-06-28,2022-02-14,Mobile App,1027,499,48,8.03125,4,6,Android,0.6666666666666666,4.0,1.0,4.33,3.75,1,1,1,3,Lost / Inactive,High
CUST_00058,Anjali,Singh,user58@email.com,+91-7155038874,Mumbai,2020-01-15 06:00:00,Premium,28.0,Anjali Singh,2287,14,31226.38,2230.4557142857143,0.07142857142857142,7,2024-06-13,2022-03-24,Mobile App,676,812,46,8.321739130434782,1,14,iOS,0.07142857142857142,3.0,1.0,3.67,1.5,5,2,2,9,Potential Loyalists,Medium
CUST_00059,Anjali,Gupta,user59@email.com,+91-7966601983,Hyderabad,2020-01-15 12:00:00,Basic,26.0,Anjali Gupta,2287,18,69017.45,3834.3027777777775,0.16666666666666666,8,2024-06-15,2022-02-14,Mobile App,674,852,36,9.547222222222222,4,7,Android,0.5714285714285714,4.0,0.0,4.0,3.5,5,4,5,14,Champions,High
CUST_00060,Pooja,Patel,user60@email.com,+91-8470346291,Bengaluru,2020-01-15 18:00:00,Premium,41.0,Pooja Patel,2286,14,28518.739999999998,2037.052857142857,0.07142857142857142,8,2024-01-05,2022-02-25,Web,836,679,43,6.9186046511627906,3,3,Android,1.0,2.0,1.0,4.5,5.0,1,2,2,5,At Risk,Medium
CUST_00061,Neha,Kumar,user61@email.com,+91-9426919968,Pune,2020-01-16 00:00:00,Basic,42.0,Neha Kumar,2286,19,28515.29,1500.8047368421053,0.15789473684210525,7,2024-03-31,2022-03-13,Mobile App,750,749,35,8.871428571428572,0,6,Android,0.0,6.0,1.0,3.67,3.8333333333333335,2,4,2,8,Potential Loyalists,High
CUST_00062,Anjali,Shah,user62@email.com,+91-9220243199,Mumbai,2020-01-16 06:00:00,Basic,42.0,Anjali Shah,2286,26,64587.12,2484.12,0.11538461538461539,8,2024-06-07,2022-03-02,Web,682,828,37,8.702702702702704,3,9,Android,0.3333333333333333,3.0,1.0,4.0,5.666666666666667,5,5,5,15,Champions,Medium
CUST_00063,Priya,Patel,user63@email.com,+91-8957434279,Mumbai,2020-01-16 12:00:00,Standard,64.0,Priya Patel,2286,12,23149.11,1929.0925,0.0,6,2024-05-19,2022-03-19,Mobile App,701,792,41,8.107317073170732,3,6,Android,0.5,3.0,1.0,3.67,3.0,3,1,1,5,At Risk,Medium
CUST_00064,Pooja,Patel,user64@email.com,+91-7393927473,Delhi,2020-01-16 18:00:00,Premium,26.0,Pooja Patel,2285,19,47299.28,2489.435789473684,0.10526315789473684,8,2024-04-09,2022-01-28,Mobile App,741,802,33,6.557575757575758,4,4,iOS,1.0,2.0,0.0,4.0,2.0,2,4,4,10,Loyal Customers,Medium
CUST_00065,Priya,Mehta,user65@email.com,+91-7944000648,Chennai,2020-01-17 00:00:00,Standard,29.0,Priya Mehta,2285,9,17523.53,1947.0588888888888,0.2222222222222222,4,2024-05-26,2022-06-05,Web,694,721,43,7.902325581395349,5,13,Android,0.38461538461538464,0.0,0.0,0.0,0.0,4,1,1,6,At Risk,Medium
CUST_00066,Pooja,Sharma,user66@email.com,+91-9487328439,Bengaluru,2020-01-17 06:00:00,Standard,28.0,Pooja Sharma,2285,14,20780.989999999998,1484.3564285714285,0.07142857142857142,5,2024-06-05,2022-01-21,Mobile App,684,866,39,8.284615384615385,4,8,Android,0.5,3.0,0.0,3.0,4.333333333333333,4,2,1,7,Potential Loyalists,Medium
CUST_00067,Neha,Reddy,user67@email.com,+91-7366179592,Mumbai,2020-01-17 12:00:00,Standard,66.0,Neha Reddy,2285,18,53719.14,2984.3966666666665,0.05555555555555555,7,2024-03-18,2022-01-12,Mobile App,763,796,40,7.327500000000001,3,7,Android,0.42857142857142855,3.0,0.0,4.0,6.333333333333333,1,4,5,10,Loyal Customers,Medium
CUST_00068,Meera,Gupta,user68@email.com,+91-9624346920,Ahmedabad,2020-01-17 18:00:00,Premium,55.0,Meera Gupta,2284,13,20651.55,1588.5807692307692,0.0,6,2024-06-18,2022-03-05,Mobile App,671,836,35,7.697142857142857,6,6,Android,1.0,1.0,0.0,4.0,2.0,5,1,1,7,Potential Loyalists,Medium
CUST_00069,Arjun,Mehta,user69@email.com,+91-7717617185,Bengaluru,2020-01-18 00:00:00,Standard,45.0,Arjun Mehta,2284,14,26865.739999999998,1918.9814285714285,0.07142857142857142,7,2024-05-08,2022-05-22,Mobile App,712,717,40,8.5275,2,6,Android,0.3333333333333333,4.0,1.0,4.0,7.666666666666667,3,2,2,7,Potential Loyalists,High
CUST_00070,Sanjay,Sharma,user70@email.com,+91-9598283381,Kolkata,2020-01-18 06:00:00,Standard,25.0,Sanjay Sharma,2284,20,72139.7,3606.9849999999997,0.0,5,2024-03-20,2022-01-19,Web,761,791,42,8.745238095238095,4,7,Desktop,0.5714285714285714,2.0,0.0,4.0,2.0,2,5,5,12,Loyal Customers,Medium
CUST_00071,Meera,Reddy,user71@email.com,+91-7989367331,Ahmedabad,2020-01-18 12:00:00,Premium,27.0,Meera Reddy,2284,18,39376.55,2187.586111111111,0.0,8,2024-06-14,2022-01-13,Mobile App,675,883,30,10.356666666666666,0,2,Android,0.0,1.0,0.0,3.0,7.0,5,4,4,13,Champions,Medium
CUST_00072,Vikram,Gupta,user72@email.com,+91-9883795005,Hyderabad,2020-01-18 18:00:00,Basic,42.0,Vikram Gupta,2283,22,50746.03,2306.6377272727273,0.18181818181818182,7,2024-06-11,2022-02-27,Mobile App,678,835,48,9.089583333333334,8,6,Android,1.3333333333333333,3.0,1.0,4.67,3.0,5,5,5,15,Champions,Medium
CUST_00073,Priya,Kumar,user73@email.com,+91-8331378213,Ahmedabad,2020-01-19 00:00:00,Basic,64.0,Priya Kumar,2283,19,41984.450000000004,2209.7078947368423,0.0,6,2024-04-17,2022-04-22,Web,733,726,29,7.272413793103448,6,3,Android,2.0,2.0,0.0,4.0,6.0,2,4,4,10,Loyal Customers,Medium
CUST_00074,Vikram,Reddy,user74@email.com,+91-7320163097,Hyderabad,2020-01-19 06:00:00,Basic,53.0,Vikram Reddy,2283,17,42505.69,2500.334705882353,0.11764705882352941,8,2024-01-26,2022-01-29,Web,815,727,36,8.06111111111111,3,4,Android,0.75,3.0,1.0,4.33,1.5,1,3,4,8,Potential Loyalists,Medium
CUST_00075,Meera,Shah,user75@email.com,+91-7856725885,Chennai,2020-01-19 12:00:00,Basic,67.0,Meera Shah,2283,8,17497.27,2187.15875,0.0,4,2024-02-16,2022-01-13,Mobile App,794,764,38,7.778947368421053,1,3,Android,0.3333333333333333,0.0,0.0,0.0,0.0,1,1,1,3,Lost / Inactive,Medium
CUST_00076,Pooja,Patel,user76@email.com,+91-9613915854,Mumbai,2020-01-19 18:00:00,Standard,60.0,Pooja Patel,2282,14,20780.45,1484.3178571428573,0.14285714285714285,8,2024-01-10,2022-03-29,Mobile App,831,652,47,6.659574468085107,6,10,Android,0.6,6.0,4.0,3.17,4.5,1,2,1,4,Lost / Inactive,High
CUST_00077,Sanjay,Sharma,user77@email.com,+91-7873941090,Ahmedabad,2020-01-20 00:00:00,Standard,26.0,Sanjay Sharma,2282,15,38311.95,2554.1299999999997,0.13333333333333333,6,2024-06-02,2022-01-18,In-Store,687,866,41,8.763414634146342,3,9,Android,0.3333333333333333,2.0,0.0,3.5,2.0,4,2,3,9,Potential Loyalists,Medium
